ASFIndex,DATE,TIME,E,N,KP,DEPTH,ALT,GYRO,PITCH,ROLL,CP,FG,DCC
07:13.9,3/5/2019,12:31:51,249101.43,947863.46,64.451,119.6,1.1,320.1,-5,-0.4,-1056,0,3.578
07:14.9,3/5/2019,12:31:52,249101.36,947864,64.451,118.7,1.1,320.4,-4.6,-0.7,-1056,0,3.86
07:15.9,3/5/2019,12:31:53,249101.15,947864.13,64.452,119.1,1.2,320.4,-4.5,-0.9,-1055,0,3.775
07:16.9,3/5/2019,12:31:54,249100.31,947863.91,64.452,119.1,1.2,320.1,-4.8,-0.8,-1055,0,2.972
07:17.9,3/5/2019,12:31:55,249100.18,947864.06,64.452,119.2,1.3,319.6,-4.9,-1.3,-1055,0,2.96
07:18.9,3/5/2019,12:31:56,249100.64,947863.76,64.452,118.9,1.2,319.2,-5.2,-1.3,-1055,0,3.141
07:19.9,3/5/2019,12:31:57,249100.49,947863.96,64.452,119.4,1.1,319.4,-5.2,-0.7,-1055,0,3.151
07:20.9,3/5/2019,12:31:58,249100.49,947864.99,64.453,119,1.2,319.6,-5,-0.6,-1055,0,3.784
07:21.9,3/5/2019,12:31:59,249100.3,947865.16,64.453,119.2,1.2,319.6,-4.9,-1.1,-1055,0,3.737
07:22.9,3/5/2019,12:32:00,249099.81,947865.69,64.454,119.4,50,319.7,-5.1,-1.1,-1055,0,3.671
07:23.9,3/5/2019,12:32:01,249099.66,947865.84,64.454,119.4,1.1,319.8,-5.3,-0.8,-1055,0,3.651
07:24.9,3/5/2019,12:32:02,249099.47,947865.35,64.454,118.8,1.1,319.9,-5.4,-0.6,-1055,0,3.192
07:25.9,3/5/2019,12:32:03,249099.44,947865.35,64.454,119,1.1,320.2,-5.2,-0.7,-1055,0,3.178
07:26.9,3/5/2019,12:32:04,249099.29,947865.6,64.454,119.5,1.1,320.4,-5.1,-0.7,-1055,0,3.211
07:27.9,3/5/2019,12:32:05,249099.15,947866.61,64.455,118.7,50,320.2,-5.3,-0.7,-1055,0,3.72
07:28.9,3/5/2019,12:32:06,249098.99,947866.75,64.455,119.5,1.2,319.8,-5.5,-1.2,-1055,0,3.682
07:29.9,3/5/2019,12:32:07,249099.03,947866.83,64.455,119,1.2,319.6,-5.8,-1.1,-1055,0,3.76
07:30.9,3/5/2019,12:32:08,249098.86,947867.03,64.455,119,50,319.5,-5.8,-0.4,-1055,0,3.744
07:31.9,3/5/2019,12:32:09,249098.48,947866.88,64.455,119.5,50,319.6,-5.5,-0.8,-1055,0,3.354
07:32.9,3/5/2019,12:32:10,249098.3,947867.06,64.456,119,1.1,319.7,-5.4,-1.4,-1055,0,3.329
07:33.9,3/5/2019,12:32:11,249097.73,947867.16,64.456,119,1.1,319.9,-5.5,-0.7,-1055,0,2.935
07:34.9,3/5/2019,12:32:12,249097.61,947867.36,64.456,119,1.1,320.1,-5.8,-0.6,-1055,0,2.965
07:35.9,3/5/2019,12:32:13,249098.09,947867.85,64.456,119.2,1.2,320,-5.9,-1.1,-1055,0,3.64
07:36.9,3/5/2019,12:32:14,249097.97,947868.37,64.457,119.2,1.1,319.9,-5.9,-1.4,-1055,0,3.871
07:37.9,3/5/2019,12:32:15,249097.78,947868.56,64.457,119.1,1.1,319.8,-6,-0.7,-1055,0,3.839
07:38.9,3/5/2019,12:32:16,249097.2,947868.32,64.457,119.3,1.1,319.9,-5.8,-0.5,-1055,0,3.231
07:39.9,3/5/2019,12:32:17,249097.01,947868.52,64.458,119.3,1.1,319.8,-5.7,-1,-1055,0,3.212
07:40.9,3/5/2019,12:32:18,249096.64,947868.37,64.458,119.4,1.1,319.6,-5.8,-0.9,-1055,0,2.825
07:41.9,3/5/2019,12:32:19,249096.51,947868.63,64.458,118.9,1.3,319.8,-5.8,-0.6,-1055,0,2.875
07:42.9,3/5/2019,12:32:20,249096.98,947869.7,64.459,119.3,1.2,319.8,-5.6,-1,-1055,0,3.912
07:43.9,3/5/2019,12:32:21,249096.8,947869.9,64.459,118.7,1.3,319.7,-5.3,-1.5,-1055,0,3.888
07:44.9,3/5/2019,12:32:22,249097.1,947870.29,64.459,118.9,1.2,319.6,-5.2,-1.3,-1055,0,4.364
07:45.9,3/5/2019,12:32:23,249096.88,947870.45,64.459,119,50,319.8,-5.3,-1.1,-1055,0,4.285
07:46.9,3/5/2019,12:32:24,249095.77,947869.49,64.459,119.4,1.2,319.9,-5.2,-1.3,-1055,0,2.821
07:47.9,3/5/2019,12:32:25,249095.31,947869.44,64.459,120.2,50,319.9,-5.4,-0.9,-1055,0,2.43
07:48.9,3/5/2019,12:32:26,249095.18,947869.69,64.46,119.5,1.1,319.8,-5.4,-0.9,-1055,0,2.478
07:49.9,3/5/2019,12:32:27,249096.23,947870.86,64.46,119.4,1.1,319.6,-5.7,-1.1,-1055,0,4.03
07:50.9,3/5/2019,12:32:28,249096.05,947871.13,64.46,119.4,1.1,319.7,-5.8,-0.7,-1055,0,4.049
07:51.9,3/5/2019,12:32:29,249095.92,947871.84,64.461,119,1.2,319.1,-5.8,-1.1,-1055,0,4.386
07:52.9,3/5/2019,12:32:30,249095.64,947871.98,64.461,119.3,1.1,317.5,-5.8,-1.5,-1055,0,4.251
07:53.9,3/5/2019,12:32:31,249094.34,947870.89,64.461,119.3,1.1,315.9,-5.7,-0.4,-1055,0,2.555
07:54.9,3/5/2019,12:32:32,249094.15,947871.05,64.461,119.2,1.1,315.1,-5.7,-0.1,-1055,0,2.502
07:55.9,3/5/2019,12:32:33,249094.17,947870.56,64.461,119.3,1.1,315.5,-5.8,-0.7,-1055,0,2.216
07:56.9,3/5/2019,12:32:34,249094.57,947871.92,64.462,119,1.2,316.7,-5.9,-0.7,-1055,0,3.37
07:57.9,3/5/2019,12:32:35,249094.37,947872.17,64.462,118.8,1.3,317.2,-5.8,-1.4,-1055,0,3.367
07:58.9,3/5/2019,12:32:36,249094.31,947872.96,64.463,118.6,1.3,316.8,-5.7,-1.8,-1055,0,3.808
07:59.9,3/5/2019,12:32:37,249094.15,947873.14,64.463,118.9,1.3,316.2,-5.8,-1.6,-1055,0,3.79
08:00.9,3/5/2019,12:32:38,249093.7,947872.34,64.463,118.8,1.3,315.8,-5.8,-1.5,-1055,0,2.94
08:01.9,3/5/2019,12:32:39,249093.53,947872.5,64.463,118.8,1.3,315.7,-5.7,-1.3,-1055,0,2.911
08:02.9,3/5/2019,12:32:40,249093.69,947872.53,64.463,119.3,1.2,316,-5.5,-1.1,-1055,0,3.052
08:03.9,3/5/2019,12:32:41,249093.54,947872.76,64.463,119.3,1.3,316.2,-5.5,-1.2,-1055,0,3.071
08:04.9,3/5/2019,12:32:42,249093.62,947873.57,64.464,118.9,1.3,316.4,-5.5,-1.2,-1055,0,3.635
08:05.9,3/5/2019,12:32:43,249093.47,947873.77,64.464,119.3,1.2,316.5,-5.5,-1.1,-1055,0,3.642
08:06.9,3/5/2019,12:32:44,249093.29,947874.35,64.465,119.1,1.2,316.6,-5.4,-1,-1055,0,3.857
08:07.9,3/5/2019,12:32:45,249093.16,947874.13,64.464,119.2,1.2,316.7,-5.5,-1.2,-1055,0,3.618
08:08.9,3/5/2019,12:32:46,249093.01,947874.31,64.465,119,1.2,316.8,-5.5,-1.3,-1055,0,3.604
08:09.9,3/5/2019,12:32:47,249092.51,947874.02,64.465,119.1,1.2,316.9,-5.5,-1,-1055,0,3.036
08:10.9,3/5/2019,12:32:48,249092.36,947874.21,64.465,118.9,1.2,316.9,-5.5,-1,-1055,0,3.037
08:11.9,3/5/2019,12:32:49,249092.16,947874.85,64.466,119.1,1.2,316.8,-5.2,-1.3,-1055,0,3.274
08:12.9,3/5/2019,12:32:50,249092.03,947875.07,64.466,118.9,1.3,316.8,-5.3,-1.1,-1055,0,3.304
08:13.9,3/5/2019,12:32:51,249092.39,947875.7,64.466,119,1.3,316.8,-5.4,-1,-1055,0,3.976
08:14.9,3/5/2019,12:32:52,249092.22,947875.89,64.466,119,1.3,316.8,-5.5,-1.4,-1055,0,3.957
08:15.9,3/5/2019,12:32:53,249091.74,947876.06,64.467,118.8,1.2,316.8,-5.7,-1.5,-1055,0,3.685
08:16.9,3/5/2019,12:32:54,249091.56,947876.23,64.467,119,1.3,316.8,-5.6,-1.4,-1055,0,3.645
08:17.9,3/5/2019,12:32:55,249090.94,947876.11,64.467,118.9,1.2,316.9,-5.6,-1.2,-1055,0,3.086
08:18.9,3/5/2019,12:32:56,249091.04,947875.93,64.467,118.7,1.2,316.8,-5.6,-1.2,-1055,0,3.052
08:19.9,3/5/2019,12:32:57,249090.91,947876.18,64.467,119.4,1.2,316.7,-5.6,-1.1,-1055,0,3.099
08:20.9,3/5/2019,12:32:58,249091.14,947877.17,64.468,119.1,1.2,316.6,-5.6,-1.3,-1055,0,3.894
08:21.9,3/5/2019,12:32:59,249090.97,947877.39,64.468,118.8,1.2,316.9,-5.4,-1.2,-1055,0,3.889
08:22.9,3/5/2019,12:33:00,249090.59,947877.84,64.469,119,1.2,317.3,-5.4,-1.2,-1055,0,3.873
08:23.9,3/5/2019,12:33:01,249090.43,947878.02,64.469,119,1.2,317.5,-5.1,-1.1,-1055,0,3.858
08:24.9,3/5/2019,12:33:02,249089.81,947877.27,64.469,119.3,1.3,317.5,-5.4,-1.1,-1055,0,2.906
08:25.9,3/5/2019,12:33:03,249089.67,947877.46,64.469,118.8,1.3,317.4,-5.6,-1.2,-1055,0,2.911
08:26.9,3/5/2019,12:33:04,249089.78,947877.68,64.469,118.8,1.2,317.4,-5.4,-1.6,-1055,0,3.138
08:27.9,3/5/2019,12:33:05,249089.64,947877.93,64.47,118.9,1.3,317.4,-5.5,-1.2,-1055,0,3.179
08:28.9,3/5/2019,12:33:06,249089.74,947878.85,64.47,118.9,1.3,317.3,-5.4,-1,-1055,0,3.823
08:29.9,3/5/2019,12:33:07,249089.28,947878.97,64.471,118.9,1.2,317.4,-5.5,-1.3,-1056,0,3.534
08:30.9,3/5/2019,12:33:08,249089.15,947879.17,64.471,119.5,1.3,317.8,-5.2,-1.8,-1056,0,3.552
08:31.9,3/5/2019,12:33:09,249089.14,947878.85,64.471,119.1,1.2,318.1,-5,-1.5,-1055,0,3.345
08:32.9,3/5/2019,12:33:10,249088.97,947879.04,64.471,118.9,1.3,317.8,-5,-1.2,-1055,0,3.331
08:33.9,3/5/2019,12:33:11,249088.6,947879.09,64.471,118.9,1.3,317.1,-5.3,-1.6,-1055,0,3.068
08:34.9,3/5/2019,12:33:12,249088.41,947879.32,64.471,118.9,1.3,316.9,-5.3,-1.7,-1055,0,3.061
08:35.9,3/5/2019,12:33:13,249088.07,947880.02,64.472,119.3,1.2,317.2,-5,-1.3,-1055,0,3.22
08:36.9,3/5/2019,12:33:14,249087.95,947880.21,64.472,119.4,1.2,317.3,-5,-1.3,-1055,0,3.244
08:37.9,3/5/2019,12:33:15,249088.06,947880,64.472,118.9,1.3,317.6,-4.7,-1.8,-1055,0,3.199
08:38.9,3/5/2019,12:33:16,249087.93,947880.21,64.472,119.1,1.1,318,-4.9,-1.1,-1055,0,3.229
08:39.9,3/5/2019,12:33:17,249087.96,947880.35,64.473,119.4,1.2,318.1,-5,-0.8,-1055,0,3.338
08:40.9,3/5/2019,12:33:18,249087.61,947881.29,64.474,119.3,1.2,318.2,-5,-1.5,-1055,0,3.638
08:41.9,3/5/2019,12:33:19,249087.44,947881.48,64.474,119.5,1.2,318.1,-4.9,-1.4,-1055,0,3.623
08:42.9,3/5/2019,12:33:20,249087.15,947881.19,64.474,119.1,1.2,318.1,-5.2,-1,-1055,0,3.219
08:43.9,3/5/2019,12:33:21,249087.01,947881.4,64.474,118.8,1.2,318,-5.3,-0.9,-1055,0,3.231
08:44.9,3/5/2019,12:33:22,249087.13,947881.45,64.474,118.8,1.2,317.9,-5.4,-1.3,-1055,0,3.361
08:45.9,3/5/2019,12:33:23,249086.96,947881.7,64.474,119,1.2,318,-5.4,-1.1,-1055,0,3.382
08:46.9,3/5/2019,12:33:24,249086.85,947882.36,64.475,118.7,1.3,318.1,-5.3,-1,-1055,0,3.703
08:47.9,3/5/2019,12:33:25,249086.67,947882.57,64.475,118.8,1.3,318.2,-5.4,-1.1,-1055,0,3.687
08:48.9,3/5/2019,12:33:26,249086.18,947882.66,64.476,118.6,1.3,318.1,-5.6,-1.2,-1055,0,3.36
08:49.9,3/5/2019,12:33:27,249086.16,947882.19,64.475,119.1,50,318.1,-5.7,-0.8,-1055,0,3.053
08:50.9,3/5/2019,12:33:28,249086.02,947882.44,64.475,119,1.2,318.1,-5.4,-0.9,-1055,0,3.095
08:51.9,3/5/2019,12:33:29,249086.12,947883.17,64.476,118.8,1.2,318,-5.3,-0.7,-1055,0,3.62
08:52.9,3/5/2019,12:33:30,249085.9,947883.38,64.476,118.9,1.3,317.7,-5.4,-0.6,-1055,0,3.581
08:53.9,3/5/2019,12:33:31,249085.68,947883.92,64.477,119.3,1.2,317.3,-5.4,-0.9,-1055,0,3.734
08:54.9,3/5/2019,12:33:32,249085.5,947884.12,64.477,119.1,1.3,317.6,-5.6,-0.9,-1055,0,3.717
08:55.9,3/5/2019,12:33:33,249084.86,947883.59,64.477,119,1.3,317.8,-5.7,-1,-1055,0,2.887
08:56.9,3/5/2019,12:33:34,249084.69,947883.81,64.477,119.1,1.2,317.9,-5.6,-1.1,-1055,0,2.893
08:57.9,3/5/2019,12:33:35,249084.77,947883.99,64.477,118.8,1.2,317.9,-5.4,-1,-1055,0,3.061
08:58.9,3/5/2019,12:33:36,249084.61,947884.23,64.478,119.2,1.2,317.9,-5.4,-0.6,-1055,0,3.083
08:59.9,3/5/2019,12:33:37,249084.71,947884.88,64.478,119.1,1.3,317.9,-5.3,-0.5,-1055,0,3.565
09:00.9,3/5/2019,12:33:38,249084.44,947885.18,64.479,118.8,1.2,317.7,-5.1,-0.6,-1055,0,3.53
09:01.9,3/5/2019,12:33:39,249084.26,947885.36,64.479,118.9,1.3,317.7,-5.2,-0.4,-1055,0,3.5
09:02.9,3/5/2019,12:33:40,249083.98,947884.9,64.479,118.6,1.2,317.9,-5.3,-0.8,-1055,0,2.994
09:03.9,3/5/2019,12:33:41,249083.84,947885.13,64.479,118.9,1.2,317.9,-5.5,-1.1,-1055,0,3.027
09:04.9,3/5/2019,12:33:42,249083.87,947885.55,64.479,118.9,1.3,318,-5.6,-0.8,-1055,0,3.304
09:05.9,3/5/2019,12:33:43,249083.69,947885.76,64.479,118.6,1.3,318,-5.6,-0.9,-1055,0,3.293
09:06.9,3/5/2019,12:33:44,249083.55,947886.69,64.48,118.9,1.3,317.9,-5.6,-1,-1055,0,3.76
09:07.9,3/5/2019,12:33:45,249083.4,947886.84,64.481,119.2,1.2,317.9,-5.6,-0.6,-1055,0,3.736
09:08.9,3/5/2019,12:33:46,249083.28,947886.45,64.48,119,1.2,318.2,-5.5,-0.6,-1055,0,3.396
09:09.9,3/5/2019,12:33:47,249083.13,947886.66,64.481,118.9,1.2,318.6,-5.3,-0.9,-1055,0,3.411
09:10.9,3/5/2019,12:33:48,249082.74,947886.34,64.481,119.5,1.3,318.6,-5.3,-0.6,-1055,0,2.905
09:11.9,3/5/2019,12:33:49,249082.84,947887.18,64.481,118.9,50,318.3,-5.6,-0.6,-1055,0,3.497
09:12.9,3/5/2019,12:33:50,249082.7,947887.4,64.481,119.2,1.2,318,-5.8,-0.9,-1055,0,3.529
09:13.9,3/5/2019,12:33:51,249082.83,947888.16,64.482,119.3,1.2,318,-5.9,-1.1,-1055,0,4.089
09:14.9,3/5/2019,12:33:52,249082.69,947888.31,64.482,118.9,1.2,318.3,-5.9,-0.8,-1055,0,4.07
09:15.9,3/5/2019,12:33:53,249082.32,947887.91,64.482,119.3,1.2,318.2,-5.6,-0.8,-1055,0,3.535
09:16.9,3/5/2019,12:33:54,249082.16,947888.07,64.482,118.8,1.2,318,-5.7,-1,-1055,0,3.515
09:17.9,3/5/2019,12:33:55,249081.72,947887.87,64.482,119,1.3,318.2,-5.8,-0.8,-1055,0,3.038
09:18.9,3/5/2019,12:33:56,249081.6,947888.08,64.483,118.9,1.3,318.6,-5.7,-1.2,-1055,0,3.072
09:19.9,3/5/2019,12:33:57,249081.23,947888.45,64.483,118.8,1.3,318.7,-5.5,-1.6,-1055,0,3.009
09:20.9,3/5/2019,12:33:58,249081.13,947888.64,64.483,119.4,1.2,318.5,-5.6,-1.4,-1055,0,3.047
09:21.9,3/5/2019,12:33:59,249081.37,947889.15,64.484,118.7,1.2,318.2,-5.8,-1.2,-1055,0,3.552
09:22.9,3/5/2019,12:34:00,249081.49,947889.6,64.484,118.9,1.2,318.2,-5.8,-1,-1055,0,3.925
09:23.9,3/5/2019,12:34:01,249081.36,947889.8,64.484,118.9,1.3,318.4,-5.9,-0.9,-1055,0,3.939
09:24.9,3/5/2019,12:34:02,249080.89,947889.66,64.484,119.1,1.3,318.5,-5.7,-1.2,-1055,0,3.483
09:25.9,3/5/2019,12:34:03,249080.71,947889.83,64.485,118.9,1.2,318.5,-5.6,-0.8,-1055,0,3.454
09:26.9,3/5/2019,12:34:04,249079.81,947889.82,64.485,118.9,1.3,318.3,-5.5,-0.5,-1055,0,2.731
09:27.9,3/5/2019,12:34:05,249079.73,947890.01,64.485,118.8,1.2,318.2,-5.5,-0.7,-1055,0,2.785
09:28.9,3/5/2019,12:34:06,249080.36,947890.42,64.485,119.2,1.2,318.3,-5.6,-0.8,-1055,0,3.535
09:29.9,3/5/2019,12:34:07,249080.24,947890.64,64.485,119.5,1.2,318.6,-5.6,-0.7,-1055,0,3.573
09:30.9,3/5/2019,12:34:08,249080.43,947891.14,64.486,119.5,1.2,318.6,-5.5,-0.7,-1055,0,4.034
09:31.9,3/5/2019,12:34:09,249079.38,947891.22,64.486,119,1.2,318.6,-5.5,-0.7,-1055,0,3.255
09:32.9,3/5/2019,12:34:10,249079.22,947891.37,64.487,119,1.3,318.6,-5.3,-0.8,-1055,0,3.215
09:33.9,3/5/2019,12:34:11,249078.79,947890.88,64.487,118.9,1.2,318.5,-5.3,-0.8,-1055,0,2.579
09:34.9,3/5/2019,12:34:12,249078.69,947891.14,64.487,118.8,1.2,318.5,-5.4,-0.6,-1055,0,2.655
09:35.9,3/5/2019,12:34:13,249079.14,947892.09,64.487,118.9,1.2,318.5,-5.3,-0.6,-1055,0,3.598
09:36.9,3/5/2019,12:34:14,249079.03,947892.31,64.488,118.5,1.2,318.6,-5.4,-0.9,-1055,0,3.646
09:37.9,3/5/2019,12:34:15,249079.22,947892.92,64.488,118.7,1.3,319.2,-5.1,-1.3,-1055,0,4.174
09:38.9,3/5/2019,12:34:16,249079.06,947893.08,64.488,119,1.3,319.4,-4.8,-1.1,-1055,0,4.147
09:39.9,3/5/2019,12:34:17,249078.34,947892.88,64.488,118.9,50,319.1,-4.9,-1.4,-1055,0,3.453
09:40.9,3/5/2019,12:34:18,249078.18,947893.07,64.489,119.5,1.3,318.5,-5.2,-1.4,-1055,0,3.445
09:41.9,3/5/2019,12:34:19,249077.61,947892.8,64.489,118.8,1.3,318.3,-5.5,-0.9,-1056,0,2.834
09:42.9,3/5/2019,12:34:20,249077.8,947893.18,64.489,119.3,1.2,318.7,-5.4,-0.8,-1055,0,3.211
09:43.9,3/5/2019,12:34:21,249077.68,947893.42,64.489,119,50,319.1,-4.9,-1.5,-1055,0,3.259
09:44.9,3/5/2019,12:34:22,249077.84,947894.19,64.49,118.9,1.2,319.1,-4.9,-1.2,-1055,0,3.859
09:45.9,3/5/2019,12:34:23,249077.69,947894.39,64.49,119.3,50,319,-5,-0.4,-1055,0,3.876
09:46.9,3/5/2019,12:34:24,249077.19,947894.1,64.49,118.7,1.2,318.6,-5.2,-0.9,-1055,0,3.298
09:47.9,3/5/2019,12:34:25,249077.03,947894.3,64.49,118.7,1.2,318.5,-5.4,-1,-1055,0,3.297
09:48.9,3/5/2019,12:34:26,249076.84,947894.18,64.49,119.3,1.2,318.7,-5.4,-0.2,-1055,0,3.064
09:49.9,3/5/2019,12:34:27,249076.67,947894.39,64.491,118.9,1.2,318.8,-5.4,-0.6,-1055,0,3.064
09:50.9,3/5/2019,12:34:28,249076.38,947895.05,64.491,119,1.2,318.8,-5.4,-0.8,-1055,0,3.242
09:51.9,3/5/2019,12:34:29,249076.23,947895.27,64.492,119.1,1.2,318.9,-5.5,-0.6,-1055,0,3.263
09:52.9,3/5/2019,12:34:30,249076.34,947895.4,64.492,119,1.3,319,-5.6,-0.5,-1055,0,3.428
09:53.9,3/5/2019,12:34:31,249076.06,947895.3,64.492,118.8,1.2,319.1,-5.6,-0.7,-1055,0,3.146
09:54.9,3/5/2019,12:34:32,249075.88,947895.55,64.492,119.2,1.2,319.1,-5.6,-0.9,-1055,0,3.151
09:55.9,3/5/2019,12:34:33,249075.65,947896.05,64.493,119,1.2,319,-5.6,-0.8,-1055,0,3.284
09:56.9,3/5/2019,12:34:34,249075.46,947896.24,64.493,118.8,1.2,318.8,-5.5,-0.6,-1055,0,3.249
09:57.9,3/5/2019,12:34:35,249075.45,947896.29,64.493,119.5,1.2,318.7,-5.5,-0.7,-1055,0,3.274
09:58.9,3/5/2019,12:34:36,249075.27,947896.52,64.493,118.8,1.2,318.7,-5.5,-1.1,-1055,0,3.271
09:59.9,3/5/2019,12:34:37,249075.01,947896.49,64.493,118.8,1.2,319,-5.4,-1.1,-1055,0,3.046
10:00.9,3/5/2019,12:34:38,249074.85,947896.73,64.494,119.8,1.2,319.4,-5.3,-0.8,-1055,0,3.061
10:01.9,3/5/2019,12:34:39,249074.77,947897.21,64.494,118.9,1.2,319.3,-5.1,-1.2,-1055,0,3.294
10:02.9,3/5/2019,12:34:40,249074.59,947897.44,64.494,118.8,1.3,319.2,-5.3,-1.2,-1055,0,3.298
10:03.9,3/5/2019,12:34:41,249074.94,947897.83,64.494,119.1,1.2,319.1,-5.4,-1.1,-1055,0,3.811
10:04.9,3/5/2019,12:34:42,249074.72,947897.71,64.494,118.8,1.2,319.1,-5.3,-0.9,-1055,0,3.568
10:05.9,3/5/2019,12:34:43,249074.51,947897.93,64.495,119.1,1.2,319,-5.5,-0.9,-1055,0,3.535
10:06.9,3/5/2019,12:34:44,249073.83,947897.78,64.495,118.7,1.3,319,-5.4,-0.9,-1055,0,2.909
10:07.9,3/5/2019,12:34:45,249073.68,947898,64.495,119.1,1.2,318.8,-5.4,-1,-1055,0,2.93
10:08.9,3/5/2019,12:34:46,249073.9,947898.36,64.495,119,1.2,318.7,-5.4,-0.6,-1055,0,3.321
10:09.9,3/5/2019,12:34:47,249073.78,947898.55,64.496,118.6,1.2,318.9,-5.6,-0.6,-1055,0,3.341
10:10.9,3/5/2019,12:34:48,249074.11,947899.14,64.496,118.9,1.2,318.9,-5.5,-1,-1055,0,3.966
10:11.9,3/5/2019,12:34:49,249073.94,947899.33,64.496,119.1,1.2,319,-5.5,-0.8,-1055,0,3.949
10:12.9,3/5/2019,12:34:50,249073.5,947899.27,64.496,118.8,1.2,319.2,-5.3,-0.3,-1055,0,3.567
10:13.9,3/5/2019,12:34:51,249072.53,947898.77,64.497,118.7,1.2,319.7,-5,-0.7,-1055,0,2.493
10:14.9,3/5/2019,12:34:52,249072.41,947898.98,64.497,118.8,50,319.7,-4.9,-1,-1055,0,2.527
10:15.9,3/5/2019,12:34:53,249072.3,947899.2,64.497,119,1.2,319.3,-5.1,-1.2,-1055,0,2.572
10:16.9,3/5/2019,12:34:54,249072.18,947899.41,64.497,119.4,1.2,319,-5.5,-1.3,-1055,0,2.609
10:17.9,3/5/2019,12:34:55,249073.45,947900.69,64.498,118.9,1.3,318.8,-5.5,-0.9,-1055,0,4.401
10:18.9,3/5/2019,12:34:56,249073.29,947900.83,64.498,119.1,1.2,319,-5.6,-0.6,-1055,0,4.356
10:19.9,3/5/2019,12:34:57,249072.55,947900.3,64.498,119.1,1.2,319.5,-5.1,-1.2,-1055,0,3.449
10:20.9,3/5/2019,12:34:58,249071.97,947899.96,64.498,118.7,1.2,319.6,-5.1,-0.9,-1055,0,2.779
10:21.9,3/5/2019,12:34:59,249071.82,947900.15,64.498,119.1,1.2,319.4,-5,-0.5,-1055,0,2.781
10:22.9,3/5/2019,12:35:00,249071.46,947900.31,64.498,118.8,1.2,319.1,-5,-0.8,-1055,0,2.596
10:23.9,3/5/2019,12:35:01,249071.36,947900.54,64.499,118.9,1.2,318.9,-5.2,-1,-1055,0,2.654
10:24.9,3/5/2019,12:35:02,249071.97,947901.59,64.499,119.1,1.2,318.8,-5.1,-0.7,-1055,0,3.783
10:25.9,3/5/2019,12:35:03,249071.81,947901.89,64.5,118.9,1.3,319.1,-5,-0.8,-1055,0,3.843
10:26.9,3/5/2019,12:35:04,249071.65,947902.08,64.5,118.8,1.2,319.4,-5,-1,-1055,0,3.831
10:27.9,3/5/2019,12:35:05,249071.04,947901.85,64.5,118.7,1.2,319.6,-4.9,-1,-1055,0,3.211
10:28.9,3/5/2019,12:35:06,249070.87,947902.03,64.5,118.7,1.2,319.6,-4.9,-0.9,-1055,0,3.185
10:29.9,3/5/2019,12:35:07,249070.44,947901.78,64.5,118.8,1.2,319.5,-4.9,-1.1,-1055,0,2.689
10:30.9,3/5/2019,12:35:08,249070.29,947901.99,64.501,118.6,1.3,319.4,-5,-1.1,-1055,0,2.699
10:31.9,3/5/2019,12:35:09,249070.49,947903.02,64.501,118.6,1.2,319.3,-5.1,-1,-1055,0,3.499
10:32.9,3/5/2019,12:35:10,249070.37,947903.23,64.501,118.7,1.2,319.5,-5.2,-0.9,-1056,0,3.528
10:33.9,3/5/2019,12:35:11,249070.44,947903.43,64.502,118.8,1.2,319.8,-5,-1,-1055,0,3.707
10:34.9,3/5/2019,12:35:12,249070.27,947903.64,64.502,118.6,1.3,319.6,-5,-1,-1055,0,3.704
10:35.9,3/5/2019,12:35:13,249069.81,947903.54,64.502,118.8,1.3,319.2,-5.4,-1.2,-1055,0,3.277
10:36.9,3/5/2019,12:35:14,249069.41,947903.85,64.503,118.7,1.3,318.8,-5.6,-1.4,-1055,0,3.152
10:37.9,3/5/2019,12:35:15,249069.28,947904.06,64.503,119,1.2,318.8,-5.7,-1.3,-1055,0,3.177
10:38.9,3/5/2019,12:35:16,249069.61,947904.35,64.503,119,1.3,319.1,-5.7,-1,-1055,0,3.62
10:39.9,3/5/2019,12:35:17,249069.46,947904.56,64.503,118.8,1.3,319.1,-5.4,-1.3,-1055,0,3.625
10:40.9,3/5/2019,12:35:18,249069.3,947904.86,64.503,118.8,1.3,319.2,-5.1,-1.6,-1055,0,3.685
10:41.9,3/5/2019,12:35:19,249069.1,947905.36,64.504,118.8,1.2,319.4,-5.2,-1.2,-1055,0,3.836
10:42.9,3/5/2019,12:35:20,249068.35,947905.23,64.504,118.7,1.2,319.4,-5.1,-1.5,-1055,0,3.162
10:43.9,3/5/2019,12:35:21,249068.2,947905.41,64.505,118.8,1.1,319.3,-5.1,-1,-1055,0,3.159
10:44.9,3/5/2019,12:35:22,249068.29,947905.18,64.504,118.5,1.2,319.1,-5.4,-0.8,-1055,0,3.088
10:45.9,3/5/2019,12:35:23,249068.47,947906.02,64.505,118.7,50,318.9,-5.6,-1,-1055,0,3.747
10:46.9,3/5/2019,12:35:24,249068.29,947906.27,64.505,119,1.2,319.1,-5.8,-1.3,-1055,0,3.756
10:47.9,3/5/2019,12:35:25,249067.91,947906.64,64.506,118.7,1.2,319.6,-5.7,-1.2,-1055,0,3.687
10:48.9,3/5/2019,12:35:26,249067.76,947906.85,64.506,118.9,1.2,319.9,-5.6,-1.1,-1055,0,3.697
10:49.9,3/5/2019,12:35:27,249067.42,947906.1,64.506,118.6,1.2,319.7,-5.6,-1,-1055,0,2.97
10:50.9,3/5/2019,12:35:28,249067.25,947906.32,64.506,118.5,1.3,319.5,-5.8,-1.2,-1055,0,2.973
